f1,f2,f3,f4,f5,f6
-0.5283212176576764,0.0018617610126179871,0.614599822398278,0.6514931011529027,0.2069327609393183,-0.9400862555481869
0.24815254786720872,0.20054948633997471,-0.033575302167958676,-0.03858050669214025,-0.6189383198181697,0.06331955658659646
-0.26696917035541656,0.27068780631111244,-0.13891957511246641,0.006120377604554257,-0.6947771086409953,0.499269172814823
0.16266659015684504,-0.08517636592235789,0.0539435568243844,-0.06659112961596562,-0.4559564303534821,0.3784631175041827
-0.18737444191350583,0.4039980655525862,-0.04005583314622936,0.002382181694528973,0.02559783804731236,0.20629315459809217
-0.37360942995798085,0.1257922841150486,-0.38961741474670025,-0.20585701707228285,-0.41164333398349384,0.18071884713112096
-0.24681137105091566,0.1821200426736264,-0.11163273304460417,-0.007006302357180801,-0.3001054469100978,0.18920623957934637
-0.1790779627026359,-0.0039018418875057387,-0.14860073322911915,0.0368571820356197,-0.2378202810868132,-0.5852869723894578
-0.16060952961381683,0.47410830331712744,-0.17302232318857375,0.0745110805824129,-0.2268033551324566,0.2645443147182934
-0.303307116343565,0.13109154151015823,-0.14658737199759153,0.4299926651296186,-0.22471028668411586,0.5539863626272616
-0.19998726784023318,0.4617810948535289,-0.5396589816956299,-0.1177041758001624,-0.21468707981936486,-0.5505959763616849
-0.3236729693650642,0.4237262002138074,-0.6856433777808282,-0.012459993685030826,-0.30045914855719363,-0.4540262710381158
-0.49167565008538205,0.26075077965347015,-0.26691969132595206,0.20817667543477242,0.055229045259938075,1.3752640891981585
-0.3708226159672317,0.0543233361283131,-0.27672881479373695,0.15644118537658175,0.012866824479078026,0.5640024938318565
-0.37350320755789773,0.0023520626960055746,-0.04236705283046188,0.1957919742579961,0.14236010010900263,-0.006355763644763132
-0.7289314284690342,-0.01223978583559759,0.20625551096433867,0.6864642641946725,0.3342877878268846,-0.7818643188636356
-0.4146439511430512,-0.144837212974463,0.23296123180864636,0.5727901214965513,0.0328941866406676,0.5976235593621376
-0.19901557627426372,0.08143927960385372,0.23403897501295778,0.5103420752766227,0.12064840164952283,0.9180249259299397
-0.20042101793401954,0.05903315606753645,0.06021724134435455,0.6500847016730248,-0.20811861910383955,-0.0468120288470292
-0.20213793047293033,0.07081675485862729,0.1644721405942869,0.2623177955330075,0.23598719679755947,-1.0119273601451324
0.06549121497076005,0.2860698708454707,-0.2441208983792041,0.0682063293819328,-0.24510532849377822,0.06231493697359175
-0.3388428076535599,-0.1877454399009723,0.33312178412057303,0.39892215413649246,0.24781895119408368,0.6398029077846111
-0.24488224380724866,-0.25641030648866114,0.3506197753152581,0.3211454751918268,0.2413841368491046,0.43320732926878763
-0.07808855205106686,0.008778873620284233,0.10296895226769276,0.35340885857230153,0.044686298843977096,0.43727087799357056
0.24782040362496408,0.40101147935067644,-0.29235908752803835,0.07081739105061935,-0.4024171200006354,-0.05658476802423997
-0.08098501553699766,-0.2095809939237477,0.2956734175915108,0.40468907471854854,-0.018550533687380077,-0.25725094050462666
-0.11891536141541438,0.05856355315290182,0.18547420026610992,0.03513395221574371,-0.02920681901968309,0.507435854360676
0.15942490838806547,0.06275827713668458,0.1926272730904332,0.06107385095616414,-0.26629217304343217,0.36331124982059193
0.06622428365178132,0.38384502869174275,0.05002554308779008,0.18156103649739455,-0.28847000213219165,-0.0164417967079533
0.14429833102734999,0.5848971715264233,0.13120886287767397,0.16232936847280882,-0.4531429023769713,0.18243041849302075
-0.22541184764202957,0.0359005868097827,0.15181546217009517,0.2836984888530903,0.2143661047663526,0.06239759996005657
0.06548158519895844,-0.17741655424436048,-0.14630478416377657,0.1236722326232417,-0.23001466958250627,0.03042086258835286
0.036094076506670486,-0.14835623868571504,0.08730661726142785,0.2731226578317365,-0.21488331529706511,-0.4401054656869009
-0.12520168399018408,0.5359188858098404,0.1419608762799976,-0.26182608016835673,0.03949194443152776,0.2990233563839509
-0.14819799654615062,-0.3231314013104871,-0.13870603240900076,0.06631780196408253,0.19153403270663208,0.00013601995539834488
-0.12033342468640534,0.056368720825059546,-0.15340065472563086,-0.10189380552721627,0.12628810581635871,0.4137598998140114
-0.1546079175352707,-0.22883385270821852,0.02670525831039161,0.24855829572211935,0.06653755326190322,0.5748591541360575
-0.14401391680655473,-0.04525551137385436,0.16272720514830866,0.1558626275172404,0.09301738549708807,-1.9669815052829576
-0.021136487435364736,0.09185842262678012,0.11489810897381075,0.041193636352405465,0.02160018339523127,0.1828773657875285
0.0025730433468387536,-0.16827070929860916,0.1537148909525896,0.03337301335184744,0.1623289226224391,-0.5226979427946927
0.0038800950920616084,-0.18397494617775273,0.009711106606525074,0.1421337900436463,0.06278377227453436,0.18924466036025422
0.06508842029729947,-0.016372256981561528,-0.07285145631567558,0.140825046387308,-0.001356847314028603,0.5350254010735727
0.19803580015839028,0.1886210023381625,-0.0972807884608658,-0.04379074536595261,-0.03699671654770028,-0.26671138921474435
0.014563056461742094,-0.035293461598845784,0.05882761455068423,-0.05948543333455682,0.1366432421369946,-0.07475930118796306
0.0038737752098651906,0.0698250701804189,0.14965030800210025,-0.11415375174988474,0.21020435045314953,0.40801248835053566
0.20017205463010262,-0.219110848677607,0.11032891192288452,0.12405335696576257,-0.051551463220238805,0.4174707059763573
0.04539850195156231,0.08318474546413288,-0.008385305020208123,0.06399796356730578,-0.03896725568143794,-0.03185648682684548
