Index,f1,f2,f3,f4,f5
1960-01-01,-0.46694063107572614,-0.2910573493537029,0.5926528563059202,0.6613686964936099,0.0
1960-02-01,0.26353797923492256,0.0049779713464086495,-0.18773806563242695,-0.3613356106619454,-0.3448068043877879
1960-03-01,-0.23412684017491747,0.03101121373156314,-0.2828885954579139,-0.29773879470016024,0.032509637183639944
1960-04-01,0.2696891413723239,-0.15364696106127332,-0.006757729585759389,-0.386532441610555,0.2588723742521577
1960-05-01,-0.15900349916155057,0.3862203075996556,-0.028598539178620354,-0.009045803800589738,0.130479858434853
1960-06-01,-0.34381425345281114,0.070459710890082,-0.4244163472790293,-0.32802060555626383,0.17099265515928305
1960-07-01,-0.26191759871860826,0.051891201395064146,-0.18092976715990816,-0.11701771450134774,0.32108080334945704
1960-08-01,-0.1463226041202731,-0.05827394981014909,-0.19331320525463908,-0.059725999448245616,0.2717593899625511
1960-09-01,-0.23292877661906297,0.346892540572601,-0.2822384642438444,0.04763235380076656,0.2521509726239592
1960-10-01,-0.2620342987513966,-0.042869559783223356,-0.25843863054858307,0.333397325047451,0.3134824099499708
1960-11-01,-0.2470064324321511,0.4522048589634727,-0.6049445718902866,-0.10601090202760816,0.469047349851866
1960-12-01,-0.3797992334342102,0.3607453856882134,-0.777012034220246,-0.022935346706023152,0.27928889177202276
1961-01-01,-0.49553305933821123,0.11856637340283563,-0.27886372845287677,0.2645761996088705,0.4479090040420602
1961-02-01,-0.34030964732507585,0.03652161968488778,-0.2699846592404095,0.1810533817039519,0.12580873262052794
1961-03-01,-0.36778947533284667,-0.09301152941483623,-0.01654893139416949,0.26016672531064244,0.3340350910486424
1961-04-01,-0.682693861860441,-0.24872945537929805,0.2192379734316114,0.7953973152025193,0.10510752124402634
1961-05-01,-0.35647007033048417,-0.3778188269915313,0.18780488778970214,0.5420990412196078,0.13020856399535574
1961-06-01,-0.18983758467952128,-0.1430400559245078,0.19063016176218953,0.5177015507518434,0.11787746321955311
1961-07-01,-0.16746727953509707,-0.26989377675176796,-0.07739373939454375,0.5200645438655349,-0.06998972085417358
1961-08-01,-0.12064233089392509,-0.029821880135749546,0.19500656982296527,0.264190659703487,0.0043018110735433684
1961-09-01,0.032816986817365584,0.15586798681254715,-0.33150093265035485,-0.0245534271902062,-0.30256173426443195
1961-10-01,-0.20772454873573412,-0.3434928698904964,0.37944126676818163,0.35546035814821014,-0.06367008956814446
1961-11-01,-0.12379121333267568,-0.3422997566142924,0.4144855483109282,0.29540349926337606,-0.1841897798488843
1961-12-01,-0.03440309139246374,-0.12899142509605901,0.07366930399031452,0.31736277519548484,-0.19192295408343885
1962-01-01,0.19097675959429602,0.2496684969357308,-0.4503659575383035,-0.06279774777868016,-0.1085077492519888
1962-02-01,0.0698732035845245,-0.38663725676498356,0.26120992387029973,0.2312536133913879,-0.05990651154112239
1962-03-01,-0.05934934894663148,-0.030912699625130317,0.1745848857135018,-0.05378163747506063,-0.1688199019177138
1962-04-01,0.17879694473191032,-0.09209515939745233,0.10459105527073136,-0.11592120785934817,-0.23110184561901162
1962-05-01,0.041582400299264494,0.16346890518692775,-0.09550866539047315,0.03611073435740581,-0.1893067391879635
1962-06-01,0.09082188154255129,0.30979315189351114,-0.07664481905489792,-0.04052863875918754,-0.04751690620893776
1962-07-01,-0.09798285906693224,-0.026577701568744217,0.17588951312283846,0.24436312399063279,0.0009357637960979159
1962-08-01,0.1426367472972783,-0.2064192342593818,-0.17005874265676643,-0.03415908036864798,-0.03613461470498236
1962-09-01,0.10565750357142101,-0.27453233727852516,0.030159758441308245,0.10361081788155929,0.14221486728329868
1962-10-01,-0.2186316284684059,0.46314910767359735,0.14045228744074664,-0.21107968324929183,0.09876467126069931
1962-11-01,-0.028862617212103404,-0.23025220325673512,-0.03948098829016439,0.06236860054136298,-0.29878537791729787
1962-12-01,-0.1355769146285447,0.10827412114952902,-0.08629925481711959,-0.017624172971148308,0.08767331385021562
1963-01-01,-0.10126885977305886,-0.251619206129402,0.06062235957625825,0.2396844155141155,0.048635884481229415
1963-02-01,-0.13748147653604834,-0.10185513702549027,0.18208811589885007,0.18474785677806338,0.1969866409625106
1963-03-01,-0.05698757695756768,0.04251116266555036,0.11177047994336047,0.0637066442231049,0.008715796921444401
1963-04-01,0.048568466093757014,-0.16141348906668124,0.21123255929022264,0.04527026967582088,-0.12114519748745062
1963-05-01,0.04724827499665707,-0.182084659742824,0.034556132234344734,0.12428516625777702,-0.17034913423361747
1963-06-01,0.07547059896690775,-0.032050422144399626,-0.0813219558765848,0.12823061818314513,0.0305296553503881
1963-07-01,0.14888032786527203,0.18581609016574396,-0.12365102649266224,-0.04457892922766027,0.030206723177314355
1963-08-01,0.04539285813930885,0.021596043395457447,0.11249329135622643,-0.03388137576133794,-0.10804288192328271
1963-09-01,-0.007807184318978838,0.10551784611033121,0.21992473622690722,-0.036870044566047325,-0.1089657371988966
1963-10-01,0.23020994486937674,-0.24300165672737184,0.10506757939976155,0.047076763982123064,-0.26521697689570534
1963-11-01,0.03690042454696274,0.05069023303098444,-0.02888475424124308,0.043719032572427735,-0.004918452900672589
